Dataset,Fold,Oversampling,Classifier,k,AE Loss CE,AE Loss CE Validation,AE Loss MSE,AE Loss MSE Validation,Balanced F-Measure,Diversity,F1-Score Macro,FN,FP,G-Measure,Majority Accuracy,Minority Accuracy,Minority Cluster Count,ROC AUC Score,TN,TP
Creditcard Fraud,3,K-Means on Autoencoder Encoding (SMOTE Original Space),Logistic Regression,1000,0.5874608426761115,0.594351546085169,0.0015183247867540264,0.001672932797834616,0.6900584795321637,0.08421580243775928,0.8447962747811586,39.0,14.0,0.7758173692242307,0.9997537942071294,0.6020408163265306,1.0,0.80089730526683,56849.0,59.0
Creditcard Fraud,3,No Oversampling,Logistic Regression,1000,,,,,0.5147058823529411,,0.7570629230723103,63.0,3.0,0.5975985398767224,0.9999472416158135,0.35714285714285715,,0.6785450493793352,56860.0,35.0
Creditcard Fraud,3,SMOTE,Logistic Regression,1000,,,,,0.0995850622406639,0.07983585862155751,0.5430254798439921,14.0,1505.0,0.9134860436496219,0.9735328772664122,0.8571428571428571,0.0,0.9153378672046347,55358.0,84.0
Creditcard Fraud,4,K-Means,Logistic Regression,1000,,,,,0.835820895522388,0.08773965996207167,0.9177653558256675,14.0,19.0,0.9256654117367918,0.9996658635668185,0.8571428571428571,4.0,0.928404360354838,56844.0,84.0
Creditcard Fraud,4,K-Means on Autoencoder Encoding,Logistic Regression,1000,0.5892466468182901,0.5892396984258811,0.0016410378001920336,0.0017254643005077573,0.38605898123324395,20.767843914770935,0.6920211153777382,26.0,203.0,0.8556114960458082,0.9964300160033766,0.7346938775510204,2.0,0.8655619467771984,56660.0,72.0
Creditcard Fraud,4,K-Means on Autoencoder Encoding (SMOTE Original Space),Logistic Regression,1000,0.5891720330644129,0.5891223646782394,0.0016351787656231312,0.0017212689314018749,0.8685714285714285,0.11023849141641451,0.9341846127182003,22.0,1.0,0.8806228283776603,0.9999824138719379,0.7755102040816326,2.0,0.8877463089767852,56862.0,76.0
Creditcard Fraud,4,No Oversampling,Logistic Regression,1000,,,,,0.7272727272727273,,0.8634517774609892,42.0,0.0,0.7559289460184544,1.0,0.5714285714285714,,0.7857142857142857,56863.0,56.0
Creditcard Fraud,4,SMOTE,Logistic Regression,1000,,,,,0.08823529411764706,0.07100356402379715,0.5358053179978485,8.0,1852.0,0.9425797436875852,0.9674304908288343,0.9183673469387755,0.0,0.942898918883805,55011.0,90.0
Creditcard Fraud,5,K-Means,Logistic Regression,1000,,,,,0.8066298342541437,0.14105072079770853,0.9031610587998196,25.0,10.0,0.862998818350662,0.9998241387193781,0.7448979591836735,5.0,0.8723610489515258,56853.0,73.0
Creditcard Fraud,5,K-Means on Autoencoder Encoding,Logistic Regression,1000,0.5914356848775912,0.5808646719159082,0.0016750641711241103,0.0016744509660930789,0.7904191616766467,3.5707460564421534,0.8950557414466483,32.0,3.0,0.8206301582311029,0.9999472416158135,0.673469387755102,1.0,0.8367083146854578,56860.0,66.0
Creditcard Fraud,5,K-Means on Autoencoder Encoding (SMOTE Original Space),Logistic Regression,1000,0.5911103952815524,0.5812376157254793,0.0015828565297749788,0.0017738763217917475,0.6530612244897959,0.06931407271617562,0.826306485679308,50.0,1.0,0.6998480583338088,0.9999824138719379,0.4897959183673469,2.0,0.7448891661196424,56862.0,48.0
Creditcard Fraud,5,No Oversampling,Logistic Regression,1000,,,,,0.453125,,0.7262549266657293,69.0,1.0,0.5439790099706372,0.9999824138719379,0.29591836734693877,,0.6479503906094383,56862.0,29.0
Creditcard Fraud,5,SMOTE,Logistic Regression,1000,,,,,0.1969872537659328,0.07804628934725555,0.595428855391975,13.0,680.0,0.9257292866840436,0.9880414329177145,0.8673469387755102,0.0,0.9276941858466123,56183.0,85.0
